user_id,username,categories,updated_at
feef2eb6-0956-404c-bb44-82ef452d37c0,samriddhi,computers_accessories,2026-04-14T12:37:59.144869
b908d06a-ca45-4351-93d4-4405d9752c27,aananta,health_beauty,2026-04-14T12:41:03.931582
2ee98c30-f837-4ac5-9af6-66d1d9e0e83c,nayomika,sports_leisure,2026-04-14T12:44:04.030260
d98e1ce6-9495-4d1e-bcb2-82b85428a6ca,manju,sports_leisure|watches_gifts,2026-04-14T12:45:07.189732
af331ac9-35a2-457f-a18b-cb1c677f2de5,manisha,books_technical,2026-04-14T12:47:13.571425
618e3f5c-9f3b-42df-b39f-e32163c61f4d,mamta,computers_accessories,2026-04-16T13:27:20.284980
87619de2-128e-4088-8aad-f2f05ea66932,prateek,computers_accessories|toys|telephony|office_furniture,2026-04-16T21:27:06.250848
